Movie Title,Recommender rating,Training data average rating,Raw sim score,Training data number of ratings
delirium-photo-of-gioia,2.99,3.09,0.88083553,17
the-scary-of-sixty-first,2.99,2.51,0.88070166,36
they-them-2022,2.99,1.42,0.8803971,58
lions-love,2.99,3.04,0.8803886,14
the-cursed-2021,2.99,2.84,0.8802429,49
school-for-postmen,2.99,3.11,0.8802187,14
the-story-of-louis-pasteur,2.99,3.41,0.8801904,11
sergio-2020,2.99,2.23,0.88009703,15
western-spaghetti,2.99,3.57,0.8796573,15
hansel-and-gretel-2007,2.99,2.65,0.8796326,10
mater-private-eye,2.99,2.45,0.87942404,19
wake-up-sid,2.99,3.59,0.879345,11
unrelated,2.99,3.27,0.87900436,15
barbie-in-the-nutcracker,2.99,2.56,0.878896,33
kanal-1957,2.99,3.96,0.87886757,13
everything-goes-wrong,2.99,3.27,0.8785573,11
broken-english,2.99,2.92,0.87852645,12
la-ronde,2.99,3.98,0.87851787,21
28-up,2.99,3.96,0.8780202,12
gypsy,2.99,3.2,0.8776355,15
ideal-home,2.99,3.18,0.877583,22
dream-scenario,2.99,3.54,0.8771114,69
scooby-doo-moon-monster-madness,2.99,3.14,0.87701166,11
the-black-cat-1981,2.99,3.08,0.8768964,26
the-wind-and-the-lion,2.99,3.36,0.87669516,11
homecoming-a-film-by-beyonce,2.99,4.07,0.8763857,55
sherlock-the-great-game,2.99,4.21,0.8757633,12
are-you-lost-in-the-world-like-me-2016,2.98,1.27,0.8752363,15
beloved,2.98,3.72,0.8752195,16
billy-jack,2.98,2.62,0.8751973,12
looks-that-kill,2.98,2.93,0.8751315,14
little-italy-2018,2.98,1.77,0.8747715,26
mumford,2.98,3.17,0.8747515,12
family-romance-llc,2.98,3.46,0.87467945,28
foxes,2.98,3.0,0.8743626,11
joan-didion-the-center-will-not-hold,2.98,3.57,0.87427497,21
very-bad-things,2.98,2.95,0.87400216,19
run-silent-run-deep,2.98,3.46,0.8739043,13
the-sapphires,2.98,2.95,0.8738681,10
holy-man,2.98,1.75,0.8734616,10
just-one-of-the-guys,2.98,3.26,0.87321603,19
puppet-master-iii-toulons-revenge,2.98,2.75,0.8731476,16
dark-passage,2.98,3.76,0.8731328,42
boston-strangler,2.98,2.96,0.8730653,12
metal-lords,2.98,2.54,0.87268984,69
house-of-darkness-2022,2.98,2.42,0.8726729,12
mysteries-of-lisbon,2.98,4.22,0.8726589,16
phoenix-forgotten,2.98,2.66,0.87239575,16
powaqqatsi,2.98,3.58,0.87238914,26
mortal-kombat-legends-battle-of-the-realms,2.98,3.0,0.8721392,10
a-dogs-way-home,2.98,2.64,0.87205464,11
head,2.98,3.42,0.8720186,33
peppermint-soda,2.98,3.91,0.8720168,11
ryuzo-and-the-seven-henchmen,2.98,2.68,0.87096775,11
looking-for-mr-goodbar,2.98,3.0,0.8708676,13
bellflower,2.98,3.0,0.8707,11
grey-gardens-2009,2.98,3.65,0.8704887,10
meeting-gorbachev,2.98,3.23,0.8704788,11
real-women-have-curves,2.98,3.72,0.870213,27
spa-night,2.98,3.35,0.8696469,10
barbie-as-the-island-princess,2.98,3.16,0.8696302,22
the-last-days-on-mars,2.98,2.31,0.8692987,16
benny-loves-you,2.98,3.03,0.86927885,16
critters-2,2.98,2.86,0.8692322,25
joe-kidd,2.98,3.04,0.8690102,14
wanda,2.98,3.55,0.86892796,69
tinker-bell-and-the-legend-of-the-neverbeast,2.98,3.05,0.8688061,10
the-brides-of-dracula,2.98,3.43,0.8685399,30
wizards,2.98,2.89,0.8682093,33
last-embrace,2.98,3.1,0.86816937,10
bell-book-and-candle,2.98,3.36,0.86801744,29
king-lear-2018,2.98,2.63,0.8671487,15
my-salinger-year,2.98,3.13,0.86708117,15
the-boogens,2.98,3.18,0.8669384,11
score-a-film-music-documentary,2.98,3.53,0.86689544,15
a-deadly-adoption,2.98,3.12,0.8668219,13
light-sleeper,2.98,3.65,0.8668196,60
phantom-of-the-megaplex,2.98,2.58,0.86681473,20
i-love-my-dad,2.98,3.17,0.8665137,29
blackpink-light-up-the-sky,2.98,3.5,0.86628866,22
how-it-ends-2021,2.98,2.83,0.8658459,15
stay-tuned,2.98,3.14,0.8656739,22
stand-and-deliver,2.98,3.1,0.86567295,31
auto-focus,2.98,3.5,0.86556447,23
island-of-death,2.98,2.71,0.86522067,17
the-simpsons-when-billie-met-lisa,2.98,1.91,0.8651206,11
frankie-and-johnny-1991,2.98,2.83,0.8650855,15
force-of-evil,2.98,3.6,0.8648269,25
show-boat,2.98,3.6,0.8644985,10
malevolent-2018,2.98,1.98,0.8644314,26
nothing-to-lose,2.98,2.73,0.86429733,11
forbidden-zone,2.98,2.98,0.8642218,24
homework-1989,2.98,3.85,0.86420494,13
the-day-after,2.98,3.32,0.8635429,14
guinea-pig-2-flower-of-flesh-and-blood,2.98,2.86,0.8634912,11
the-trials-of-gabriel-fernandez,2.98,4.1,0.86344695,10
truth-2015,2.98,3.14,0.86342293,14
gi-blues,2.98,2.7,0.86340815,10
after-we-collided,2.98,1.42,0.86318934,33
hard-target-2,2.98,2.9,0.8631557,10
hare-tonic,2.98,3.73,0.8631362,13
film:558622,2.98,2.93,0.862856,36
david-bowie-the-last-five-years,2.98,3.38,0.86257416,12
the-big-swallow,2.98,3.57,0.86246526,15
unicorn-wars,2.98,3.15,0.8623447,10
cadaver-2020,2.98,2.3,0.8621955,27
monster-2023,2.98,4.08,0.86207664,43
the-land-of-steady-habits,2.98,2.85,0.86198205,17
the-avengers,2.98,1.7,0.8617268,23
the-amazing-bulk,2.98,1.55,0.861196,20
one-hundred-and-one-nights,2.98,3.55,0.86099124,10
the-ten,2.98,2.77,0.860964,11
le-pupille,2.98,3.48,0.8608557,20
holiday-in-the-wild,2.98,2.1,0.86069083,10
the-turning-2020,2.98,1.86,0.86062384,42
presentation-or-charlotte-and-her-steak,2.98,2.9,0.86038125,10
lambert-the-sheepish-lion,2.98,3.85,0.86026496,10
blood-hook,2.98,2.91,0.8602012,11
friday-night,2.98,3.83,0.8600942,12
poetic-justice,2.98,3.41,0.8600117,27
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,2.98,3.92,0.86000264,20
silence-has-no-wings,2.98,3.79,0.85986954,12
the-woods,2.98,2.74,0.8598441,17
ava,2.98,3.29,0.85974574,12
blood-tea-and-red-string,2.98,3.75,0.85965216,14
untraceable,2.98,2.66,0.8593999,19
saw-x,2.98,3.32,0.85910255,51
brother,2.98,3.26,0.85904026,17
equinox,2.98,2.38,0.8590341,13
southbound-2015,2.97,3.0,0.85825664,28
nightmare-sisters,2.97,2.65,0.8582442,17
godless-2017,2.97,3.91,0.8580018,22
punishment-park,2.97,3.92,0.8579273,48
the-reason-i-jump,2.97,3.46,0.8577895,14
the-visitor-1979,2.97,3.14,0.8576077,38
restrepo,2.97,3.59,0.8574914,16
mauvais-sang,2.97,3.77,0.85748136,49
a-colour-box,2.97,3.55,0.85746014,11
the-angriest-man-in-brooklyn,2.97,2.0,0.8571556,15
species-iii,2.97,1.55,0.856746,11
the-creature-walks-among-us,2.97,2.46,0.8566854,12
the-offence,2.97,3.59,0.85646737,11
words-on-bathroom-walls,2.97,3.18,0.85643935,37
hold-back-the-dawn,2.97,3.5,0.8559346,13
stuck-2007,2.97,3.41,0.85581064,11
red-dust,2.97,3.5,0.85570323,15
the-smiling-madame-beudet,2.97,3.28,0.8551671,20
beanpole,2.97,3.4,0.85513973,42
no-holds-barred,2.97,2.11,0.854851,14
pottersville,2.97,1.54,0.8547839,14
lucky-grandma,2.97,3.2,0.8547183,10
argylle,2.97,1.97,0.8547051,15
house-of-frankenstein,2.97,3.17,0.8545104,24
on-golden-pond,2.97,3.31,0.8544527,24
mirage-2018,2.97,3.34,0.8543539,19
the-devils-rain,2.97,3.06,0.854151,25
affairs-of-the-art,2.97,2.59,0.8539207,28
the-cave-of-the-yellow-dog,2.97,3.73,0.8539,11
desperate-measures,2.97,2.45,0.8537161,11
halo-4-forward-unto-dawn,2.97,2.25,0.85370797,12
paris-can-wait,2.97,2.7,0.8534899,10
the-notorious-bettie-page,2.97,3.29,0.85294145,14
dickson-experimental-sound-film,2.97,3.56,0.852895,18
serving-sara,2.97,1.95,0.8525127,11
the-leopard-man,2.97,3.55,0.85242057,30
the-block-island-sound,2.97,2.36,0.85239327,14
walking-with-dinosaurs-2013,2.97,1.82,0.8523538,11
mcqueen-2018,2.97,3.75,0.8519836,12
everly,2.97,2.45,0.85156995,11
monica-and-friends-lessons,2.97,3.75,0.851248,18
the-bigamist,2.97,3.48,0.8512459,29
autumn-almanac,2.97,3.12,0.8511356,12
good-hair,2.97,3.23,0.8510097,13
the-lovers-on-the-bridge,2.97,4.05,0.8509114,40
your-lie-in-april-2014,2.97,3.98,0.85060966,27
marvins-room,2.97,3.23,0.85033345,15
the-green-butchers,2.97,3.58,0.8500504,12
night-of-the-lepus,2.97,2.2,0.84960634,10
atari-game-over,2.97,2.68,0.8495905,11
i-was-a-teenage-werewolf,2.97,2.4,0.84953004,10
the-houses-october-built-2,2.97,1.79,0.84942096,12
eyes-of-fire,2.97,3.66,0.84922385,29
incident-by-a-bank,2.97,3.38,0.84918857,12
la-chinoise,2.97,3.72,0.8491129,58
herself,2.97,3.5,0.849018,13
scrapper-2023,2.97,3.64,0.84888846,11
cry-of-the-city,2.97,3.65,0.8488869,10
invader-zim-enter-the-florpus,2.97,3.44,0.8482382,42
sugar-spice,2.97,3.37,0.8479767,23
coogans-bluff,2.97,3.0,0.84794986,22
jai-bhim,2.97,3.0,0.8476098,13
dragon-ball-z-the-tree-of-might,2.97,2.62,0.84743416,13
quatermass-2,2.97,3.0,0.84725773,15
made-in-italy-2020,2.97,2.45,0.8471027,10
hercules-in-new-york,2.97,1.75,0.84703356,14
a-hard-day,2.97,3.46,0.84683454,25
an-evening-with-beverly-luff-linn,2.97,2.78,0.8466615,29
a-corner-in-wheat,2.97,3.48,0.8465431,23
the-astronauts-wife,2.97,2.32,0.8464438,14
metropolis-2001,2.97,3.5,0.8464364,24
remastered-the-two-killings-of-sam-cooke,2.97,3.42,0.8457223,12
killer-workout,2.97,2.86,0.84560394,21
the-comedy-of-terrors,2.97,3.17,0.8455349,23
women-reply,2.97,3.26,0.84551203,23
black-legion,2.97,3.38,0.8455084,12
howling-ii-stirba-werewolf-bitch,2.97,2.52,0.84498584,26
now-and-then,2.97,3.31,0.8447462,26
hounds-of-love,2.97,3.25,0.8444477,28
the-hospital,2.97,3.33,0.8443532,12
bloody-nose-empty-pockets,2.97,3.64,0.8438779,25
labyrinth-of-cinema,2.97,3.9,0.8437978,24
devils-due,2.97,1.48,0.8434834,23
the-phantom-of-the-opera-1998,2.97,2.23,0.84338737,11
i-was-a-simple-man,2.97,2.97,0.8428881,15
shriek-of-the-mutilated,2.97,2.82,0.8427708,14
whats-a-nice-girl-like-you-doing-in-a-place-like-this,2.97,3.16,0.8426403,29
girl-on-the-third-floor-2019,2.97,2.36,0.8425182,39
dracula-2000,2.97,2.21,0.8423496,19
the-life-and-times-of-judge-roy-bean,2.97,3.95,0.8423046,10
ikarie-xb,2.96,3.77,0.8421354,15
hearts-and-minds,2.96,3.83,0.8419578,12
things-to-come-2016,2.96,3.61,0.8417786,61
zombie-holocaust,2.96,2.64,0.84107125,22
the-man-who-sleeps,2.96,3.86,0.84069824,51
the-city-of-the-dead,2.96,3.64,0.8401138,28
a-dirty-shame,2.96,3.08,0.84009653,18
war-and-peace-1965,2.96,4.28,0.83993816,34
north-country,2.96,3.19,0.8399025,16
the-punk-singer,2.96,3.87,0.83986616,15
a-study-in-choreography-for-camera,2.96,3.05,0.83970577,19
battles-without-honor-and-humanity-proxy-war,2.96,3.36,0.83968824,11
blue-thunder,2.96,3.12,0.8396112,13
persuasion-2022,2.96,2.2,0.8395953,53
the-damned-thing,2.96,2.32,0.8393753,14
the-reef-stalked,2.96,1.83,0.8387227,18
open-grave,2.96,2.79,0.8385761,12
the-testament-of-dr-mabuse,2.96,3.71,0.838431,42
bloody-new-year,2.96,2.91,0.83776325,11
tristana,2.96,3.38,0.8375646,21
bugs-bunny-and-the-three-bears,2.96,2.91,0.8374758,11
an-american-crime,2.96,3.0,0.83740187,22
zapped-2014,2.96,1.86,0.8373881,33
theorem,2.96,3.85,0.8372458,48
the-mechanical-butcher,2.96,2.5,0.8365235,15
leclisse,2.96,3.62,0.83644724,54
thirty-two-short-films-about-glenn-gould,2.96,3.65,0.8364208,10
kurt-vonnegut-unstuck-in-time,2.96,3.62,0.83564293,12
amer,2.96,3.52,0.8355447,31
the-third-murder,2.96,3.34,0.8353487,25
old-boyfriends,2.96,3.4,0.83523035,10
the-eagle-has-landed,2.96,3.12,0.83504,16
relaxer,2.96,3.34,0.83477265,19
guzoo-the-thing-forsaken-by-god-part-i,2.96,3.36,0.8343798,14
shutter-2008,2.96,2.23,0.8340819,13
bring-it-on-all-or-nothing,2.96,2.35,0.83403456,17
necessary-roughness,2.96,2.5,0.83363026,11
johnny-corncob,2.96,3.7,0.83356786,10
seraphim-falls,2.96,3.17,0.833397,12
anohana-the-flower-we-saw-that-day-2011,2.96,3.86,0.8333956,14
waxwork-ii-lost-in-time,2.96,2.82,0.8333093,14
gangubai-kathiawadi,2.96,3.71,0.8332765,19
rapsittie-street-kids-believe-in-santa,2.96,1.0,0.8332661,13
love-peace,2.96,4.05,0.8330349,11
our-father-2022,2.96,2.69,0.8329272,24
cops,2.96,3.7,0.832925,35
night-of-the-kings,2.96,3.04,0.8327538,12
the-fourth-kind,2.96,2.19,0.8325956,42
paranormal-activity-the-ghost-dimension,2.96,1.46,0.8320266,67
dagon,2.96,3.17,0.83197623,38
the-death-and-life-of-marsha-p-johnson,2.96,3.23,0.83194935,11
dear-white-people,2.96,3.25,0.8318636,44
pay-the-ghost,2.96,2.12,0.83178604,17
the-last-command,2.96,4.04,0.8315996,14
you-hurt-my-feelings-2023,2.96,3.55,0.8313142,21
fading-gigolo,2.96,2.71,0.83124787,12
manhatta,2.96,3.46,0.83086675,13
crimes-of-passion,2.96,3.82,0.8306544,36
life-stinks,2.96,2.53,0.8305681,15
war-and-peace-2016,2.96,4.0,0.830526,10
the-consequences-of-love,2.96,3.28,0.8305013,18
the-hand-2005,2.96,4.1,0.83038414,15
a-cop-1972,2.96,3.43,0.83037525,37
elviras-haunted-hills,2.96,3.04,0.83034104,23
uncle-yanco,2.96,4.04,0.8303189,24
puppet-master-ii,2.96,2.71,0.83028823,24
the-best-of-me-2014,2.96,2.55,0.83026,10
the-corpse-grinders,2.96,2.5,0.83003813,13
sound-of-noise,2.96,3.5,0.8299808,11
chain-letter,2.96,1.6,0.8298079,10
i-dont-know-how-she-does-it,2.96,2.25,0.82968664,10
golgo-13-the-professional,2.96,3.43,0.8294933,15
puella-magi-madoka-magica-the-movie-part-iii-rebellion,2.96,3.78,0.82948744,18
ae-dil-hai-mushkil,2.96,2.35,0.8294642,10
space-cowboys,2.96,3.0,0.82939637,32
lymelife,2.96,2.86,0.82866323,11
the-last-days-of-disco,2.96,3.83,0.82865536,64
passion-2012,2.96,3.22,0.82857126,45
the-legend-of-billie-jean,2.96,3.74,0.8283854,19
draculas-daughter,2.96,3.14,0.8281127,22
night-music,2.96,3.21,0.82810295,17
walking-with-dinosaurs,2.96,4.09,0.82805574,11
blue-1993,2.96,4.05,0.8277592,32
what-lies-below,2.96,1.62,0.8266079,13
kuch-kuch-hota-hai,2.96,3.1,0.8264231,15
getaway,2.96,1.1,0.8261831,15
allegro-non-troppo,2.95,3.77,0.82544935,11
here-are-the-young-men,2.95,1.8,0.82492006,10
breakin,2.95,2.79,0.8247574,14
deathdream,2.95,3.64,0.82444656,21
the-match-factory-girl,2.95,3.84,0.824328,32
ghostwatch,2.95,3.97,0.824132,48
dolly-partons-christmas-on-the-square,2.95,2.07,0.8241276,15
dear-john,2.95,2.28,0.82400984,41
cemetery-junction,2.95,3.28,0.8237896,16
the-man-from-planet-x,2.95,2.86,0.8236588,11
insignificance,2.95,3.36,0.8235226,11
no-one-lives,2.95,2.86,0.8234375,22
lonely-are-the-brave,2.95,3.79,0.8233022,14
marketa-lazarova,2.95,4.04,0.8231978,34
pokemon-giratina-and-the-sky-warrior,2.95,2.62,0.82293355,12
gamera-2-attack-of-legion,2.95,3.71,0.8228207,12
the-hero-1966,2.95,4.12,0.8227018,16
pulgasari,2.95,2.82,0.8226285,14
the-deep-house,2.95,2.5,0.8224231,43
death-spa,2.95,2.94,0.8224028,25
you-will-meet-a-tall-dark-stranger,2.95,2.93,0.82232845,22
bad-education,2.95,3.81,0.8222573,68
the-pillar-of-fire,2.95,3.31,0.8219911,21
i-confess,2.95,3.43,0.8217703,36
the-westerner,2.95,3.46,0.82149565,12
what-time-is-it-there,2.95,4.03,0.8211553,20
oklahoma,2.95,2.67,0.8208368,26
spiral-2000,2.95,2.64,0.8205533,14
the-merchant-of-four-seasons,2.95,3.5,0.8204852,22
gaia-2021,2.95,2.85,0.82017326,23
uncle-sam,2.95,2.58,0.8201515,20
they-call-me-trinity,2.95,3.31,0.81946826,13
ill-always-know-what-you-did-last-summer,2.95,1.39,0.8194091,27
keep-watching,2.95,1.7,0.8193526,10
easy-money-2010,2.95,2.83,0.81931585,12
the-adventures-of-pluto-nash,2.95,1.38,0.8186703,20
the-satanic-rites-of-dracula,2.95,2.8,0.81850666,15
mesrine-killer-instinct,2.95,3.54,0.81847394,14
thanks-for-sharing,2.95,2.62,0.81818897,12
morgan-2016,2.95,2.03,0.8177865,35
the-clock,2.95,3.93,0.81760573,21
we-are-who-we-are,2.95,4.07,0.81755835,28
heavy-metal-parking-lot,2.95,4.0,0.81745523,13
the-sword-and-the-sorcerer,2.95,3.0,0.81730545,17
cane-toads-an-unnatural-history,2.95,3.9,0.81715107,10
lost-found-2018-3,2.95,4.11,0.81684417,14
fred-the-movie,2.95,1.33,0.8166616,39
the-naked-city,2.95,3.63,0.81575733,41
at-midnight-ill-take-your-soul,2.95,3.76,0.81570655,43
brand-upon-the-brain,2.95,4.05,0.815632,10
lady-vengeance,2.95,3.89,0.81560934,62
the-circle,2.95,4.19,0.8155267,13
bad-ben,2.95,2.83,0.815422,12
halloweentown-ii-kalabars-revenge,2.95,2.55,0.815265,31
konosuba-gods-blessing-on-this-wonderful-world-legend-of-crimson,2.95,3.62,0.8151374,12
gamera-vs-barugon,2.95,2.98,0.81513405,23
the-mother-of-tears,2.95,2.53,0.8150228,33
fear-of-a-black-hat,2.95,3.75,0.8149063,12
somebody-i-used-to-know,2.95,2.58,0.8145852,13
el-conde,2.95,2.79,0.8144624,21
wings-1966,2.95,3.78,0.8142805,18
the-navigator,2.95,3.48,0.8142708,28
the-adventures-of-ford-fairlane,2.95,2.75,0.8138478,14
the-tingler,2.95,3.56,0.81381404,25
princess-protection-program,2.95,2.9,0.8133711,49
love-at-first-sight-2023,2.95,2.88,0.8132793,21
the-heavenly-kid,2.95,3.25,0.81322736,10
ride-lonesome,2.95,3.69,0.81297874,21
nowhere-to-run,2.95,3.14,0.8129715,18
robert,2.95,1.35,0.8129582,10
tremors-5-bloodlines,2.95,2.53,0.8123026,18
woodlands-dark-and-days-bewitched-a-history-of-folk-horror,2.95,3.93,0.81227994,28
the-package-2018,2.95,2.43,0.81147945,29
comet,2.95,3.52,0.81133044,29
scooby-doo-curse-of-the-lake-monster,2.95,1.59,0.8112955,32
interceptor-2022,2.95,2.37,0.8112868,19
hey-arnold-the-jungle-movie,2.95,3.2,0.81075525,10
barbie-in-the-12-dancing-princesses,2.95,3.48,0.8104516,30
louis-ck-oh-my-god,2.95,3.75,0.810438,10
anacondas-the-hunt-for-the-blood-orchid,2.95,2.24,0.80990505,21
arctic-dogs,2.95,0.8,0.80976146,10
bruiser,2.95,2.18,0.8093076,11
santa-claus-1898,2.95,2.89,0.80922663,14
laurel-canyon,2.94,2.71,0.80907595,12
dance-with-the-devil,2.94,3.4,0.8089349,10
critters-4,2.94,1.91,0.8083385,17
teeth-2015,2.94,3.68,0.8079135,11
the-baby,2.94,3.13,0.80780613,27
ballet-mecanique,2.94,3.41,0.80778766,22
13-tzameti,2.94,3.73,0.80755067,11
climates,2.94,3.65,0.80740476,13
la-cage-aux-folles,2.94,3.0,0.80734056,12
in-vandas-room,2.94,3.67,0.8073292,15
dear-comrades,2.94,3.44,0.80728424,17
the-club-2015,2.94,3.6,0.807064,26
united-2011,2.94,3.15,0.8068362,10
i-was-a-male-war-bride,2.94,3.46,0.80677843,12
charley-varrick,2.94,4.12,0.80677295,34
the-toxic-avenger-part-ii,2.94,2.93,0.80676436,14
unforgettable-2017,2.94,1.5,0.8066268,20
heaven-can-wait,2.94,3.64,0.8062801,35
seven-up,2.94,3.79,0.8061651,17
into-the-abyss-a-tale-of-death-a-tale-of-life,2.94,3.75,0.8057424,14
mafia-mamma,2.94,2.46,0.8054911,14
jenifer-2005,2.94,2.65,0.80511594,10
carmen-2022,2.94,3.35,0.8048334,10
the-stone-tape,2.94,2.79,0.80476433,12
jakobs-wife,2.94,3.13,0.80442417,19
kaili-blues,2.94,3.78,0.8044012,29
chris-rock-selective-outrage,2.94,2.45,0.80431426,11
a-lizard-in-a-womans-skin,2.94,3.45,0.80417156,31
daughter-of-the-nile,2.94,3.82,0.80397636,17
women-in-love,2.94,3.72,0.80395705,16
claires-camera,2.94,3.54,0.80380726,26
crippled-avengers,2.94,3.98,0.8037702,23
the-truth-2019,2.94,3.32,0.8037575,25
judge-priest,2.94,3.54,0.8036882,12
my-little-pony-the-movie-2017,2.94,2.39,0.80367583,14
desk-set,2.94,3.81,0.8034688,13
monkey-up,2.94,1.14,0.8033434,11
the-fox-and-the-hound-2,2.94,1.89,0.80327773,18
hope-and-glory,2.94,3.59,0.80313784,11
arkansas,2.94,2.72,0.80271274,27
airplane-mode-2020,2.94,2.25,0.80259407,10
waterloo-bridge,2.94,4.17,0.8020576,12
stroszek,2.94,3.88,0.80187863,41
titicut-follies,2.94,4.04,0.80182797,27
ratatoing,2.94,2.16,0.80100787,40
chained-2012,2.94,3.12,0.8008478,20
an-exercise-in-discipline-peel,2.94,3.15,0.8007488,10
made-in-britain,2.94,3.44,0.8007128,17
unedited-footage-of-a-bear,2.94,3.81,0.80006903,36
aquaman-and-the-lost-kingdom,2.94,2.43,0.79994565,27
monsoon-2019,2.94,3.19,0.79959214,16
age-of-bloom,2.94,3.27,0.7990128,11
the-best-man-holiday,2.94,3.09,0.79884934,11
preservation,2.94,2.7,0.7988188,10
the-discarnates,2.94,3.97,0.7985997,15
a-recipe-for-seduction,2.94,3.0,0.7984621,12
the-vanishing-lady-1896,2.94,2.88,0.7983763,17
the-thomas-crown-affair,2.94,2.92,0.7982878,19
dolemite,2.94,2.97,0.7982807,47
the-gospel-according-to-st-matthew,2.94,3.95,0.79802597,43
suburra,2.94,3.27,0.7978388,11
lords-of-dogtown,2.94,3.32,0.7977506,30
thomasine-bushrod,2.94,3.58,0.79771626,12
heroes-of-the-east,2.94,3.88,0.7976203,12
the-house-of-fear,2.94,3.2,0.79746616,10
30-days-of-night-dark-days,2.94,1.25,0.79738045,10
another-woman,2.94,3.62,0.79733235,25
the-last-shift,2.94,2.71,0.79722005,12
attack-of-the-hollywood-cliches,2.94,3.0,0.79721475,20
space-station-76,2.94,2.55,0.7972117,11
the-seduction-of-mimi,2.94,3.54,0.7971606,14
audrie-daisy,2.94,3.55,0.79707,19
devils-knot,2.94,2.46,0.7969793,14
it-must-be-heaven,2.94,3.43,0.7963382,21
breakin-2-electric-boogaloo,2.94,2.67,0.79629815,15
horror-2015,2.94,1.59,0.7962183,23
dr-jekyll-and-mr-hyde-1931,2.94,3.81,0.79616034,27
hail-satan,2.94,3.5,0.7960516,40
death-ship,2.94,2.75,0.795952,16
cry_wolf,2.94,2.47,0.7958193,37
dark-tide-2012,2.94,1.65,0.79571414,10
high-sierra,2.94,3.57,0.7956641,28
rurouni-kenshin-part-i-origins,2.94,3.29,0.7956633,14
hellbender,2.94,3.38,0.7952063,38
taipei-story,2.94,3.84,0.7951027,48
a-perfect-world,2.94,3.88,0.7948163,48
jerry-marge-go-large,2.94,2.93,0.79477215,29
rosencrantz-guildenstern-are-dead,2.94,3.66,0.79465866,31
alcarras,2.94,3.56,0.7943256,18
lost-girls-2020,2.94,2.8,0.7940769,33
while-the-city-sleeps,2.94,3.21,0.7938866,21
nobody-knows,2.94,4.03,0.7938387,62
film:650388,2.94,3.23,0.7938216,13
martin,2.94,3.91,0.7936703,52
scrooge-1951,2.94,3.77,0.7933515,24
final-exam,2.94,2.52,0.79323846,21
tower-of-terror,2.94,2.9,0.79322016,10
true-crime-1999,2.94,3.36,0.79314375,18
the-boys-from-brazil,2.93,3.07,0.7927904,23
heli,2.93,3.26,0.7925188,17
five-graves-to-cairo,2.93,3.56,0.79223055,17
to-sleep-with-anger,2.93,3.74,0.79203534,31
starship-troopers-3-marauder,2.93,2.45,0.79186153,11
blind-2014,2.93,3.33,0.7917398,18
adult-swim-yule-log,2.93,3.3,0.79162574,10
chennai-express,2.93,2.53,0.7912548,15
the-sentinel,2.93,3.32,0.79110956,30
show-me-a-hero,2.93,3.92,0.79106736,12
jubilee,2.93,3.17,0.791003,18
mister-america,2.93,3.45,0.7907923,19
sita-sings-the-blues,2.93,3.45,0.79038346,11
how-to-get-ahead-in-advertising,2.93,2.88,0.790269,16
gertrud,2.93,3.7,0.78965664,25
white-fang-1991,2.93,2.83,0.78950816,12
frankenstein-must-be-destroyed,2.93,3.43,0.7891398,14
stage-door,2.93,4.1,0.7888628,15
the-house-that-screamed,2.93,3.3,0.7887437,15
one-dark-night,2.93,2.91,0.78870267,23
the-day-he-arrives,2.93,3.67,0.788404,27
el-sur,2.93,4.1,0.78835285,25
le-havre,2.93,3.45,0.788327,28
scars-of-dracula,2.93,3.05,0.78818995,20
the-accused-1988,2.93,3.34,0.78791773,29
easy-virtue,2.93,2.46,0.7878786,12
back-in-time-2015,2.93,2.96,0.7876754,12
panic,2.93,3.85,0.7876017,17
vengeance-a-love-story,2.93,1.88,0.787293,13
beyond-the-door,2.93,3.25,0.78713626,14
come-drink-with-me,2.93,3.75,0.78707105,42
julieta,2.93,3.39,0.78702056,38
india-song,2.93,3.92,0.78660977,18
imitation-of-life,2.93,3.21,0.7862755,12
saint-jack,2.93,4.17,0.786158,12
still-processing,2.93,3.55,0.7860154,10
secret-beyond-the-door,2.93,2.89,0.7859316,18
kon-tiki,2.93,3.33,0.78589,30
fed-up-2014,2.93,3.05,0.7858801,10
the-birds-ii-lands-end,2.93,2.25,0.7857457,14
the-bridge-1959,2.93,3.65,0.78573143,13
three-times,2.93,3.89,0.78557295,18
the-wedding-date,2.93,2.41,0.7853333,32
summering,2.93,1.62,0.78529644,12
hellraiser-revelations,2.93,0.98,0.78491807,28
red-lights-2012,2.93,2.54,0.7849091,27
death-bell,2.93,2.35,0.7847937,10
the-skull,2.93,3.18,0.7847254,14
the-flu,2.93,3.55,0.7840968,10
something-in-the-air,2.93,3.13,0.78372204,15
slumber-party-massacre,2.93,2.98,0.78366786,22
